shot_type,confidence,bat_angle,hit_quality,face_stability,stance_bend,front_foot_stance_score,shot_accuracy,feedback_paragraph
pull,17.634187011614387,71.30030486355794,98.01796672787776,0.6083532641497302,28.08379730820878,94.14903866821956,58.561026309229824,"Good pull shot. Front foot stance score provide controlled execution. Weak confidence, stance bend reduce shot effectiveness. Improving face stability will add consistency."
cover,96.27229242576156,53.61957767529103,96.26325373359424,49.086332966325145,76.26222083075055,54.61489694977929,63.79392836105896,Poor cover shot. Weak face stability reduce shot effectiveness.
pull,18.92283807584343,77.32334231012678,4.977430872968547,52.74604115797344,50.93544175166894,38.756217823558856,91.26562120049796,"Poor pull shot. Weak confidence, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
flick,1.1169690636758878,40.39618533887872,37.9664399253352,47.35042649832371,55.93433564117826,55.12231454905484,58.833529500031126,"Poor flick shot. Weak bat angle, hit quality, face stability reduce shot effectiveness. Improving confidence will add consistency."
cover,46.542147550358834,5.918408039452783,79.83506062680638,56.43710215523468,16.000255466471213,69.56565791393793,45.83886951477216,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
pull,15.141694699130891,22.272660843749303,21.02967854020391,16.950394210266907,43.06410195107551,19.02119989827674,6.616383082463417,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,53.19328003058479,57.47576407000752,88.35228634284012,13.66042572560059,1.12382469941551,46.2025820972832,50.58594323763702,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,39.03808066923832,18.003013060114657,48.27462702055389,13.7380413380529,7.383697325844418,50.51306408608577,62.4594474480956,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
cover,67.13458059736682,62.156672992791,39.05280018628532,47.66077798864386,71.14723879666563,40.42058167188423,9.288907852507268,"Poor cover shot. Weak face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,36.38163928410809,55.84513284944741,64.53469848100431,73.38949362212603,30.194646974461868,26.09331829681787,0.2166248215053734,Poor cut shot. Weak confidence reduce shot effectiveness. Improving stance bend will add consistency.
cut,19.387888883049698,69.59524000720624,77.57288322276551,97.14193081308647,67.05082462261865,33.474080387283024,76.60925229743837,"Good cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,34.27826977812568,2.9862514996495726,54.16482142929095,40.78368327585725,8.059121841032013,94.02335971093044,74.30932508633225,"Poor sweep shot. Weak bat angle, stance bend reduce shot effectiveness. Improving face stability will add consistency."
cover,54.50003749194296,84.73723443417445,29.08666563018253,19.53842800070048,51.259331498037966,20.049294581818465,13.514933603730416,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,81.71929905087326,39.69115784415904,67.95581955901177,89.58326285583772,56.35641471614314,96.01100423031478,73.36393610322526,"Excellent cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness."
pull,64.0593900560593,87.45371577327288,53.94615087656919,59.301684309513966,20.29012412533865,42.43950151073842,69.09432322956131,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness."
sweep,51.67283635033839,11.70144544064886,51.2804204017077,75.40315185552427,90.15916466087424,95.97057052523604,4.629028152239078,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness."
cover,12.888621374001351,11.837177936629072,46.75735278026192,18.073987384485456,82.0128982838164,23.7028445807809,73.33877559040307,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,88.95696390422756,53.19622477287205,36.39270280437209,9.399526224299882,47.26293104334934,98.18649829365822,98.38066401404517,"Poor sweep shot. Weak hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
flick,76.82447184984413,76.48802425830617,67.33035288919977,32.90618421080771,51.55786770846883,20.96271305658408,91.29503097660186,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,68.116582494017,13.479005850105407,90.36607790185316,31.85387387840745,55.99393472798161,62.352653150400805,86.16272777396344,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness."
cover,92.97415471866104,19.38672525164433,80.79682365837151,95.99676396133412,53.94471392803288,43.38173406401019,76.71933603264839,"Excellent cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,12.581823480253885,91.44777664069476,98.22425401005714,1.119270056749866,65.68310116670945,7.896276266750057,73.42864895649348,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving face stability will add consistency."
flick,10.137018120802942,57.57570318605075,58.32884602897518,76.43452832529661,52.11761224052533,72.96879498173926,76.30959888113364,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving confidence will add consistency."
pull,18.18574316327829,72.3457374612565,68.89457883618036,77.04465794383928,53.74482639634305,89.50441563298641,81.75128935988573,"Good pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness."
sweep,35.1085614608546,92.91998701527773,67.76511861036177,59.00586433016981,6.512908241964322,20.89159117739657,64.54555282375127,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,32.07153035932181,53.61804782059784,54.44174400333635,80.53739084758008,33.12775577458393,61.91934651396572,36.98855462519365,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving stance bend will add consistency."
flick,90.11173919875444,49.83506108780763,21.801647339334394,56.22377279474578,68.14772450329191,46.36433533017884,38.30754671784401,"Poor flick shot. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,83.99280797701105,66.52139334301036,16.331344036549822,16.485203196635457,92.3967469412467,26.47382036378787,93.68501554260956,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,71.20301124011999,75.02258282275795,42.2426739667705,18.81356605730717,18.729624643428245,83.18102899667937,43.10689620659489,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
flick,81.9024375064242,56.67584290446932,61.63796768706036,21.671802282428366,75.69334516904537,38.17294712603785,91.68974132513316,Poor flick shot. Weak face stability reduce shot effectiveness. Improving front foot stance score will add consistency.
pull,37.52519006977392,72.95086509529345,56.44511998255793,45.31882587983701,61.10380490001175,18.003486662265033,15.287257525674336,"Poor pull shot. Weak confidence, front foot stance score reduce shot effectiveness. Improving face stability will add consistency."
cut,31.01453242908129,60.27556417761026,26.860259112486307,87.37212130025054,29.99389289834735,55.43969828158293,62.17723460461191,"Poor cut shot. Weak confidence, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,65.46103929805517,58.70635435941698,47.490247006049216,64.83707018418333,18.098582963276723,3.727097517049849,50.00346584212778,Poor cover shot. Improving stance bend will add consistency.
pull,88.39412423625268,81.14530943662793,87.32347555525382,51.97866185695654,92.98738935913823,37.008150885140864,73.01051725514378,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness."
flick,0.3211157518550167,20.85557600349356,90.8493022570106,79.56997700186331,59.49847439781365,91.0581823464623,72.66028716853103,"Excellent flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
sweep,81.31386830373573,57.02802785324224,61.78385315951736,11.401428696887647,8.22160649482252,4.61948968462994,19.559248898470194,Poor sweep shot. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency.
flick,89.38572908742215,40.22754388095733,16.31669290681187,73.78407875563468,37.84217665810016,34.537303593915205,88.34354062737019,"Good flick shot. Face stability provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,74.52092941262899,51.52090360339066,85.41280487277014,61.51788433299332,71.18280153783779,73.69845790165353,62.183142726388056,Poor cover shot.
sweep,22.6543646172519,96.91377821554036,95.56820479176366,56.53520072435171,96.31553608411208,88.04643733698407,73.81014141894428,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving confidence will add consistency."
sweep,33.906065365443936,65.00607166396199,77.00415132552462,36.164399730267085,28.28065417734963,77.97798658709053,42.90994468002452,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency."
flick,32.59728001406344,0.3901852613009238,66.56367130782562,63.281562438545954,17.599900048455975,50.49216333949322,15.67036072643062,Poor flick shot. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency.
sweep,57.22079222977481,53.05671062118111,50.75177869848342,71.03895772224973,18.299851552610825,78.44697318934132,16.31842974312714,Poor sweep shot. Weak stance bend reduce shot effectiveness.
cover,78.87857903455992,41.74705262806382,67.24767880774392,64.01368080603275,54.121535533206014,70.27566675941748,63.52612108558434,Poor cover shot. Weak bat angle reduce shot effectiveness.
cover,13.582050777223252,69.05420470834684,98.86780387591932,80.48719320440914,48.40297687942504,94.33234248221484,53.1113449589212,"Good cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving stance bend will add consistency."
cut,97.73884064894207,24.3110928432964,64.04276459995127,67.8304960179961,98.30737590556588,67.43179829087086,85.77825634399181,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness."
cut,36.762376839704,95.73839807354278,77.36608394461459,78.72421091581813,70.91277399621065,37.86893979470744,49.12417977747671,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,50.98091834018362,43.5153672136086,48.70860601571218,12.80907926371444,41.9154009889107,57.75476511365507,93.51681724523932,Poor pull shot. Weak stance bend reduce shot effectiveness. Improving bat angle will add consistency.
cut,97.72381789776908,9.873031320746753,4.21321004812516,68.12678469992478,35.638111383637984,34.7059647904936,70.66203700456299,"Good cut shot. Confidence provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cover,80.96458691529169,93.48859035458268,15.021183897411008,73.59778903562535,68.15017853369164,75.73756672102073,70.57673815396916,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving hit quality will add consistency."
cut,53.34153201573181,37.543351119745424,24.37698034192317,74.87322939578947,68.8029621960849,34.53224359796076,19.318933285621696,"Poor cut shot. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,50.15987151729344,77.3735751042228,52.32286199601182,21.211460859411368,7.76404677425414,32.48382698564113,64.99293233765091,"Good cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving stance bend will add consistency."
cut,75.37464559180522,89.65485748301644,15.14268498959771,65.92040903097399,91.66786682994947,15.055922871755524,80.98781573103231,"Excellent cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,50.69412746217833,79.85899974944022,63.50539820178791,44.21392331399117,89.04519984167834,88.64594309738678,84.19874158645786,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving face stability will add consistency."
sweep,67.3037274222285,11.83788367777937,94.8718591877956,82.017183814173,72.67980215874574,99.54243973213048,46.67315361449458,"Excellent sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness."
cut,87.84210015540958,7.555348927786742,55.22820586538101,46.1411341213971,66.4892973495069,78.43889490165704,37.43323341235265,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
flick,90.81278628668626,61.28682700559023,41.45511138062674,61.48632111678142,84.56348709594327,55.965498665253065,30.545679766860857,Poor flick shot. Weak hit quality reduce shot effectiveness.
cut,16.263510062156872,66.32142959692732,71.38483395611844,80.86153035919413,88.36561434481648,90.72822809893836,0.6767712060587017,"Good cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness."
cover,69.62359987499704,6.262119355996198,22.159465613512783,41.34375137622768,3.656499858112716,49.23334871467729,65.64987939043904,"Poor cover shot. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
pull,28.045600967809847,39.05602187342445,57.24942713238086,43.55010916138079,73.15108738087463,81.54805558043195,85.16194122964933,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency."
sweep,73.9779453599529,72.31852485771087,15.526793928502835,49.07975388089319,98.1750097628382,37.429362303160055,49.13299309120735,"Excellent sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
pull,41.664557601148246,97.566154159396,18.04934612065311,78.12184373212713,14.01983281195811,3.384344277174023,19.52009314778748,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
sweep,45.883293951593096,99.51726601560918,38.683969095869145,86.46674500112196,66.12037633999181,22.410752758231368,34.70543152829575,"Good sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,72.68270693325705,13.994875769459824,79.57481578221226,46.60332850596398,57.05804074215879,31.42635616213345,38.17156299327162,"Good flick shot. Hit quality provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,3.233059003450056,63.44104394909047,5.494311608513147,80.54465313356698,35.17180608640431,33.16691655316218,62.27152793695658,"Poor sweep shot. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,99.038594456569,70.25317960381811,37.47202709747781,94.52172530410202,97.2980777621578,35.4477022272285,19.38161289913166,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,57.18685107387319,65.68364966365013,41.37764962728193,57.268420999270994,11.977365138734564,92.35339862941842,57.631693247940085,"Poor sweep shot. Weak hit quality, stance bend reduce shot effectiveness."
flick,66.81630132421809,67.45317754662858,5.069102007276516,14.422905070979477,82.02835267579357,52.56619209328544,6.661410112932575,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness."
cut,24.54296891808013,47.386327221168045,95.62525602949532,2.801704713162656,30.705605759166644,93.61534797085638,36.40417528722224,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving stance bend will add consistency."
flick,39.48971492415579,55.89797215488094,44.98478236052505,50.38838279250648,61.22222257865574,66.19778789136429,52.38384003580505,Poor flick shot. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency.
pull,68.86704093736282,97.5099249224456,73.5023056249419,48.45979144553111,46.225319055783785,87.15265435270648,24.520469711047323,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency."
cut,6.22175980242603,58.00995033982157,31.46578404811805,49.26730324849633,51.47522432204362,81.42971108263534,59.01236992436485,"Poor cut shot. Weak confidence, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,0.7459078210537373,16.038003258097945,2.6957231876637238,40.14669228340663,93.14912865594108,83.82037224910628,39.97044808434242,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,15.73074598857087,52.476632569942,58.386902271421626,76.26988408134574,59.009256619369296,61.38038578203792,10.702987839629795,Poor sweep shot. Improving confidence will add consistency.
pull,71.993772713451,6.731350120742896,69.70164726689664,44.11893740996889,77.96775505779556,13.342509492853194,66.39420937643064,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,50.89039071674664,73.6426107017525,70.04974649939072,44.57213457255859,72.61798492235113,50.07876932056625,47.92505454810101,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving face stability will add consistency."
pull,62.1095984173778,21.79149759028194,95.67880759095434,86.63229339435946,16.872407685566692,15.465710634328156,75.19453098815127,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
cut,70.72680441668861,82.78155702034479,4.10891811157671,4.631589682317472,97.18286083004824,10.407652921427736,92.1429372576888,"Excellent cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,5.681206096934799,79.93615013496705,94.1381116362282,73.9882768957108,92.99542593981464,78.9538378913135,83.05731617940856,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness."
sweep,96.16126015378724,59.12284081766565,27.039309273783356,31.822643708875965,82.85668745013388,45.39208807999815,83.84318202667167,"Good sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
pull,61.120274209917326,85.22545763191465,72.11159199072053,70.07594854381104,79.6094183171144,88.59289450493947,20.229751061077817,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution."
sweep,71.62080388750222,27.72801298334869,34.08802606117762,94.68961065550688,69.91148802010166,67.69940226301036,23.31667018706527,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness."
pull,57.78013047887646,68.37939598083639,84.00660615382387,35.44163299259363,28.744846783203737,16.096498201050068,95.8333717676944,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving face stability will add consistency."
pull,55.34056762650658,67.79353404531474,69.80055575443082,83.73389700328569,59.562391542721606,74.7339491087961,34.433409075894694,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution."
pull,77.94098798837675,65.65357851699379,6.676918726007686,80.6982128040425,62.432386646505165,28.5893385287494,31.701937874333357,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
sweep,62.410268000438094,23.171196530338754,73.25546304725961,79.1078344737076,33.242991732039314,12.82945039973068,93.2970845744289,"Good sweep shot. Hit quality provide controlled execution. Weak bat angle, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,87.56525846728502,43.52444994531231,63.55851693794491,90.9593448644974,7.995412090336485,29.12686852451697,7.248465598246856,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
cut,1.2124251803038777,11.553811897018385,51.95262687131442,51.60889795401194,73.29380803883672,31.39273790919293,34.389630723492736,"Poor cut shot. Weak confidence, bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,95.73101450255308,90.63484080346534,53.66944547074849,1.966575425755768,46.15300856532216,67.1380896260622,60.03938566731373,"Good cover shot. Bat angle, shot accuracy provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
flick,16.978256147963766,2.9910133872767086,77.55631726908526,73.95504645119541,66.45101200615713,15.651461641942898,4.463444621471135,"Excellent flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,90.75907413639652,86.21964696471626,48.00551927365427,86.6446658691471,69.90658029586818,89.0723576277124,46.99611621321373,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
sweep,13.510836105498292,50.58662685525186,0.7628378584621176,3.890469388679041,56.65593181562964,88.893506668735,33.530250552458426,Poor sweep shot. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency.
cover,18.439277659326724,40.77301620523187,97.62630054095554,70.7993585613191,72.51118738289945,65.96599773030088,63.18756520960027,"Good cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness."
pull,34.69590411175554,71.34576684474362,18.10503972730314,53.02009463804897,95.04593042626512,27.880826709132226,79.76044533730001,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,85.31782949915706,71.60058866328016,59.163924691961455,46.178326528360536,84.88507813927147,75.71175667114639,32.32607402295451,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness."
cover,93.5304605201609,81.83088191532715,91.61082680860883,94.88150595847873,97.60359991052084,90.1118945347734,17.54644136053586,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness."
flick,85.91716234117183,85.01997642955223,39.0680698433985,97.17853689077936,45.11746769064406,57.18505652284185,27.16845808811319,"Excellent flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency."
pull,58.532728750653554,68.56322818636437,28.82628820904817,19.337866064965027,82.68519131972178,65.38285202171839,66.68771549613459,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving hit quality will add consistency."
cut,88.89767360656842,61.7632590312693,32.55151132228365,76.3931631747249,66.94801921371423,71.11472028843951,8.325805018689557,"Good cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness."
pull,36.90426335539134,40.61400090114528,24.112519763228967,79.24801596262778,11.886965556244744,54.54792502941367,1.093994102857354,"Poor pull shot. Weak confidence, stance bend reduce shot effectiveness. Improving bat angle will add consistency."
sweep,80.91357139329315,34.49394832025777,31.115715879193385,62.78147375021883,76.22273472893052,82.56705663305522,47.36744742718663,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness."
sweep,23.52593023537667,4.119728039680792,55.71227149598973,91.4454173231848,96.59021604929892,69.72718982214141,72.0243173637289,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
flick,18.5330809713936,5.522107691982425,51.75003140114202,78.373725601905,68.56939111842063,31.13953972063048,65.97614379996284,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,0.2944369573209204,99.88050245733874,21.429127094808187,78.28211983178967,52.80864644169591,44.27018565361085,9.959837261464877,"Excellent flick shot. Bat angle, face stability provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,20.097139534773145,45.02307387703527,69.96573772387347,6.039712153017129,53.98333877868474,71.2353047796698,2.2433815117535616,"Poor flick shot. Weak bat angle, face stability reduce shot effectiveness. Improving confidence will add consistency."
pull,19.641596303361176,86.37201292959796,86.32034045101487,7.240881257294129,95.33732879585234,45.68203888409504,34.05909925433789,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness. Improving face stability will add consistency."
cut,1.5350417918363224,53.98412222484399,19.74114681206722,89.36108655990732,77.06081603498359,63.08050885404558,28.62244240705959,"Poor cut shot. Weak confidence, hit quality reduce shot effectiveness."
cover,5.58565854746742,5.912135419294784,14.94052480727538,25.790788161960453,77.67471990190639,37.377093749353016,63.92556403410683,"Poor cover shot. Weak bat angle, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,59.16453606066735,99.97238198656164,71.06851900132415,25.053598067958347,59.68967219895463,92.3088180554245,59.2113685010556,"Good cover shot. Bat angle, shot accuracy provide controlled execution. Weak face stability reduce shot effectiveness."
pull,98.19104549013252,80.33409671810001,81.21024055445403,58.14936044764371,20.28729408996708,57.313641355308455,43.872935359089006,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness."
cut,77.67576687381708,11.92925470809042,93.28327590091304,68.92655641598773,71.08938384936684,81.956169570965,90.22125791582236,"Excellent cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness."
flick,18.97180439611804,62.768673444739065,94.99553670231263,64.74428111975315,74.47907018907884,33.64037761375299,2.01215590089292,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving front foot stance score will add consistency."
sweep,81.4466830000956,20.49488554883432,65.69334314541027,96.97323960767577,15.21283185895478,79.24230495524918,34.18905829601386,"Poor sweep shot. Weak bat angle, stance bend reduce shot effectiveness."
cover,93.27868840637856,63.86214676000797,84.30556088279346,94.5663404408016,91.53179908212506,10.165745015297434,64.98656841065554,"Good cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving front foot stance score will add consistency."
sweep,14.060721013313293,62.44401318456938,7.155396259485746,97.56819994740788,86.08099466668669,82.31858194541208,83.9951327393503,"Good sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency."
cut,3.4031837986508107,84.75546129342358,57.695008714962185,47.98544674685746,76.13375938762383,2.8496261708768067,37.26833435746087,"Good cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving face stability will add consistency."
sweep,24.47406659408863,5.637482374804481,96.03742610056696,31.521085909990944,86.66290735379864,22.58386643037148,26.204349878373545,"Excellent sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
cover,2.139961946923419,59.631687947183885,54.26452722797155,69.64696742645849,9.444479976613962,1.0978129240844292,3.7927901094460426,Poor cover shot. Weak shot accuracy reduce shot effectiveness. Improving stance bend will add consistency.
cover,17.047385079748256,21.25412517673624,95.78204920233534,52.22955237682346,56.16945358057927,62.675473508226375,1.35454437393433,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness."
cut,69.18624902513314,46.39991340810043,61.92111303715466,25.415150365204436,55.88026065297733,28.48624701466596,1.9515557300637143,Poor cut shot. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency.
sweep,37.51854154564423,33.53957041204077,93.57350478690267,77.96754455006356,52.40037725098854,31.105373918087377,81.90755432257613,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,97.54445651139255,17.071976260790876,74.69821579684009,47.448791244006784,57.02882027046143,26.003873076297943,89.25395318681964,"Excellent cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
sweep,78.3101856197262,51.65934891377194,66.687664538778,77.69252338019696,84.0970887469526,92.33115093873656,5.274854614064372,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution."
cover,73.10513398963774,75.1338167292845,57.52728699676134,75.16635739373197,95.1960102177753,76.51809996495072,81.80258633718694,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution."
flick,26.03102558964241,20.267078931235773,67.17830396752281,14.707875148143302,64.16379933352881,6.234664357639264,77.67204766661854,"Poor flick shot. Weak bat angle, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,7.732326527400913,81.38961587532695,54.33065730979539,23.892053947784408,63.59993381212221,65.88258367236722,28.254649999733623,Poor pull shot. Weak confidence reduce shot effectiveness. Improving face stability will add consistency.
cut,92.28653572207337,78.05476550507849,56.1375172232877,93.43177447292578,69.06057185607591,96.37545390842028,14.962773845867815,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution."
cut,24.89845616938464,49.92712337777137,98.47233047471876,77.74419398289805,66.32201494781647,78.74914063383788,79.6322785201543,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness."
flick,56.50436995044238,44.64245371098127,60.33018486975248,88.31154030646783,81.26127118774549,76.55045023099977,17.06691130801473,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness."
pull,48.44607892621342,89.82648861689339,96.09191155748508,98.07337721394364,88.12249091484891,30.53607690883242,19.096437525793853,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness."
