shot_type,confidence,bat_angle,hit_quality,face_stability,stance_bend,front_foot_stance_score,shot_accuracy,feedback_paragraph
cover,69.62359987499704,6.262119355996198,22.159465613512786,41.34375137622768,3.656499858112716,49.23334871467729,65.64987939043904,"Poor cover shot. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,62.916396719858405,44.114171307467245,9.979725955370434,4.722386768344212,6.06247389375304,69.45236491802574,93.24369473697539,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
cover,6.168564892848627,60.18407643460927,92.45151804227793,65.27036804683249,19.74522770975531,0.2698245213829331,94.51876394595897,"Good cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving stance bend will add consistency."
sweep,79.18016110128922,39.375162082350315,26.794364367749644,70.47868447638773,74.96870348450362,14.280743497287995,97.60609031110089,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,24.6668193182327,76.17079086739493,6.802554096539559,17.971416652686646,16.615527951258002,93.86070351035261,87.12612785782106,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,25.163270411471917,99.69682712761147,79.2202436005703,39.29687468680137,73.33578396376562,40.16156902413339,38.95260376718754,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,88.52095373122067,98.95990056814755,41.946964770198335,95.89337923611419,85.41110464963768,21.910397742533316,81.75640464699943,"Excellent cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,8.51977899304851,33.093947311813295,10.148317084264747,19.169132037679415,79.43162593693565,33.711142653701074,36.823983269449954,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,57.662047683187524,6.915901862516893,26.982348961997438,33.34004283035606,22.82486276825414,11.399600774925156,9.72901511724028,"Poor cut shot. Weak bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
pull,28.045600967809847,39.05602187342445,57.24942713238086,43.55010916138079,73.15108738087463,81.54805558043195,85.16194122964933,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency."
sweep,73.9779453599529,72.31852485771087,15.526793928502835,49.07975388089319,98.1750097628382,37.429362303160055,49.13299309120735,"Excellent sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,92.61133081861192,35.09846171059877,60.03678300156579,18.909951539971846,61.55413809847238,74.25982850447139,83.92680738448199,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
flick,36.05411815883177,97.124176312554,60.2285768381655,87.70025832257589,42.23929060032614,0.36680001618309976,98.05626619179938,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving stance bend will add consistency."
flick,10.198342896276069,14.61072635237034,52.13982055011061,96.48865199620799,66.49700829123523,69.36526254604115,37.58415500927749,"Good flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving confidence will add consistency."
pull,41.664557601148246,97.566154159396,18.04934612065311,78.12184373212713,14.01983281195811,3.384344277174023,19.520093147787478,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,99.66618062063861,0.07130713739412764,26.940336371870888,44.28966481528539,92.378016244587,82.28170396256138,37.89487223434945,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
flick,25.094543571777784,18.10328858071173,63.61162721323781,55.719351077885705,0.47534329236009754,18.723850291401167,40.57622676174798,Poor flick shot. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency.
sweep,45.883293951593096,99.51726601560918,38.683969095869145,86.46674500112196,66.12037633999181,22.410752758231368,34.70543152829575,"Good sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,85.21599167628753,96.04492744097728,36.86488966053029,47.51302309265253,97.42585567695042,49.04605158467,25.869503068464006,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,32.567677110989216,74.57867667890734,40.405793532238675,43.6910876502938,98.63819210336504,38.31167868521662,6.813674308421325,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,11.47604374823732,78.46408933023453,7.473884720537072,98.44571945149414,83.59154941203164,82.37605063343739,63.9969340698951,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving hit quality will add consistency."
pull,74.6273944401022,42.3002964699143,5.539230866761658,54.87505632802916,67.84674991110104,18.725541079058004,26.37696892819705,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,72.68270693325705,13.994875769459824,79.57481578221226,46.60332850596398,57.05804074215879,31.42635616213345,38.17156299327162,"Good flick shot. Hit quality provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,51.40858783616717,51.98247456625628,96.06757896674326,14.499452351461295,80.25870105487935,90.76941112408346,42.81473932382944,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
sweep,3.233059003450056,63.44104394909047,5.494311608513147,80.54465313356698,35.17180608640431,33.16691655316218,62.27152793695658,"Poor sweep shot. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,99.03631181655676,93.64110094151114,5.431556194367038,66.88944476591067,83.93728181847517,61.172623337820866,84.4516541680693,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving hit quality will add consistency."
cover,8.900758452565627,12.616718887410306,5.012155053868261,88.30723185002353,21.19879366262486,66.50581305790413,26.04909907748516,"Good cover shot. Face stability provide controlled execution. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
flick,25.79873038306405,54.290477631613456,89.55034928518761,3.484610244183639,27.976554502795004,80.52631420187491,35.38555784436017,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,42.07026490212365,93.00827087458232,21.462544170347076,93.27247355262065,72.73340919599173,61.6408483270458,59.04763724722151,"Excellent sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency."
cover,99.038594456569,70.25317960381811,37.47202709747781,94.52172530410202,97.2980777621578,35.4477022272285,19.38161289913166,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,55.386593346911475,69.96943146695007,39.915909681395924,56.12294269128508,18.75628780128028,72.51014964382519,86.31445219643315,Poor flick shot. Weak hit quality reduce shot effectiveness. Improving stance bend will add consistency.
sweep,57.18685107387319,65.68364966365013,41.37764962728193,57.268420999270994,11.977365138734564,92.35339862941842,57.631693247940085,"Poor sweep shot. Weak hit quality, stance bend reduce shot effectiveness."
sweep,70.61652904116428,86.62429273177055,62.20942213250306,81.08088502631342,30.016648401717116,32.140770484816116,96.94184964065614,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,64.23619193906575,71.12021939807155,92.09394029742481,68.47325360276183,37.331355674301605,30.828628704248217,89.31582419085929,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving stance bend will add consistency."
cover,42.962607980365675,42.11740121513971,21.01786471781105,28.96031727138777,49.329961912356104,50.07465272455366,92.47413961805935,"Good cover shot. Shot accuracy provide controlled execution. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
cut,81.88238993509586,30.351468850890374,44.5347398107028,17.99722605333569,54.09557455542745,21.552488687217064,24.611225681102145,"Good cut shot. Confidence provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,98.81250136425729,54.941201831851814,99.28978557692977,28.25605178130629,6.92962454276973,49.345194908862375,83.00768109249604,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency."
flick,66.81630132421809,67.45317754662858,5.069102007276516,14.422905070979475,82.02835267579357,52.56619209328544,6.661410112932575,"Poor flick shot. Weak hit quality, face stability reduce shot effectiveness."
flick,85.90423124782232,28.86144579848612,25.30118046623473,39.830716410808144,12.451723387453207,60.333188598278156,48.59419231661778,"Poor flick shot. Weak bat angle, hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
flick,43.42365104838678,24.328024979589358,46.60087550451737,3.8941329347762177,91.82213116151324,27.89653680707449,77.9502264248624,"Poor flick shot. Weak bat angle, hit quality, face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,19.717777206389677,6.219131528819788,34.17558494484211,49.60196323780123,30.761828237863686,77.06944507151815,42.79174822310989,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cut,24.54296891808013,47.386327221168045,95.62525602949532,2.801704713162656,30.705605759166644,93.61534797085638,36.40417528722224,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving stance bend will add consistency."
flick,39.48971492415579,55.89797215488094,44.98478236052505,50.388382792506484,61.22222257865574,66.19778789136429,52.38384003580505,Poor flick shot. Weak hit quality reduce shot effectiveness. Improving confidence will add consistency.
pull,68.86704093736282,97.5099249224456,73.5023056249419,48.45979144553111,46.225319055783785,87.15265435270648,24.520469711047323,"Good pull shot. Confidence, front foot stance score provide controlled execution. Weak stance bend reduce shot effectiveness. Improving face stability will add consistency."
sweep,18.476782539786598,30.696501606620075,34.08275265281745,85.87028903079505,73.2106823753899,31.13612331949134,80.0491110441501,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,35.92609472547679,32.27211142071679,57.114843483170915,21.55117024041937,1.8964121278638668,2.5290200463930046,74.00787609719835,"Poor sweep shot. Weak bat angle, stance bend reduce shot effectiveness. Improving face stability will add consistency."
sweep,40.61452762705361,10.588007499326569,22.71600233164631,61.61870476040946,98.37971014187275,10.152321393394148,39.398649447935085,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,59.36275830705553,95.28318073210895,76.17562491338867,93.69588898026316,90.22791770273709,20.70482272012253,7.724222442287676,"Excellent flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving front foot stance score will add consistency."
sweep,35.08866251387504,59.79824923419854,60.089888215865486,16.789021917407297,85.84223027182767,5.08238710874388,83.95050855683826,"Good sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
pull,34.27230779534861,23.042111994503657,34.61404570132679,81.84642295321245,2.1844845672819524,26.221396029401966,81.11786482059402,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
cut,6.22175980242603,58.00995033982157,31.46578404811805,49.26730324849633,51.47522432204362,81.42971108263534,59.01236992436485,"Poor cut shot. Weak confidence, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,0.7459078210537373,16.038003258097945,2.6957231876637233,40.14669228340663,93.14912865594108,83.82037224910628,39.97044808434242,"Good sweep shot. Stance bend provide controlled execution. Weak bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
cut,81.26389568959758,22.79526199065701,52.002958341445094,26.088804498823826,93.9833489828244,88.454348424309,57.66167645829084,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
sweep,50.76026753147185,62.4510290587332,83.36327905845108,31.234200120225907,86.45757712967507,27.924589212282992,86.40140883565603,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
cover,34.120465753789574,6.657420238737776,42.886706678327336,59.913043117599706,39.25505051274515,3.665717347725894,41.86627233063186,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cover,57.7367478012108,47.53172802751462,84.98643461684554,86.72743309148315,85.55011488029581,73.09251628605736,78.63126690498831,"Excellent cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness."
cut,7.682302846216793,23.15484522474446,15.400872554024014,16.814401965732316,97.64208313683466,48.71689495495245,9.6582779734816,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving face stability will add consistency."
sweep,15.73074598857087,52.476632569942,58.386902271421626,76.26988408134574,59.009256619369296,61.38038578203792,10.702987839629795,Poor sweep shot. Improving confidence will add consistency.
pull,82.90289565640612,59.806826323372384,40.395617656138484,60.58930952272238,86.23200864215161,43.715567129760636,30.269403779873226,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
cover,47.92528629530748,47.180180282753845,14.185581743202002,54.914115981297016,7.576757228249543,81.96486228518314,50.77854269567826,Poor cover shot. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency.
pull,71.993772713451,6.731350120742896,69.70164726689664,44.11893740996889,77.96775505779556,13.342509492853194,66.39420937643064,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,23.778426077433814,22.503089388639484,74.27274131602043,53.25134785197103,14.270376967712783,15.375616876179787,49.85494302951632,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
sweep,28.052867671661584,63.09635997406785,78.77210396359496,52.33635712023741,4.415172440743065,5.033488706147715,32.857795305345896,"Good sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,26.65585624663277,23.41191988443605,98.9626147076851,96.26344469119577,73.68204546916441,48.93662845275467,73.64948659162314,"Good cut shot. Hit quality provide controlled execution. Weak confidence, bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,50.89039071674664,73.6426107017525,70.04974649939072,44.57213457255859,72.61798492235113,50.07876932056625,47.92505454810101,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving face stability will add consistency."
cut,32.95559815789374,14.751392948689436,10.24307320298502,98.22205530641779,17.548335157271268,84.08430778230199,90.29795409116555,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
pull,62.109598417377796,21.79149759028194,95.67880759095434,86.63229339435946,16.872407685566692,15.465710634328156,75.19453098815127,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
flick,97.38341695037414,72.13538363531335,74.18699674470099,38.567539045645226,5.697710549746427,80.08226591669546,86.0314044994984,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
pull,78.41673976014334,39.03759071732157,17.20852955908383,25.17166416289881,61.85467878337887,53.958931740684115,31.166926117392833,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving bat angle will add consistency."
pull,24.707842379502488,87.88595851862821,23.80655149750327,66.12476223771444,65.33971388522194,40.33207859262545,84.60327496461274,"Poor pull shot. Weak confidence, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
pull,73.2541424558314,19.76383991366729,78.64860024552118,84.6604938331283,66.3089819869782,16.431401987199546,44.01189914560428,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,21.039704960539996,72.33747601199238,75.30180828390341,68.10140804345444,45.903384256318546,38.778872950709854,85.7938421264782,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness."
cover,71.3952389337915,14.525583466962278,35.19024132930918,52.384175488494,41.20656358908694,67.00005579919443,3.963490365434308,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
sweep,30.251239506205742,50.07272695967677,97.20186835141507,58.53115502137777,75.32643901339176,42.78663667421502,18.034119325344346,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving front foot stance score will add consistency."
cover,84.35634274277336,72.80885789689019,29.31882540954376,89.80381656746042,40.77417244857654,94.40284974559404,35.7269835185839,"Excellent cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
sweep,69.7955005019657,8.550779707476487,47.043063072729794,23.513959629011605,17.22144126090477,70.68957112148225,77.69779898592788,"Poor sweep shot. Weak bat angle, hit quality, stance bend reduce shot effectiveness. Improving face stability will add consistency."
cut,70.72680441668861,82.78155702034479,4.10891811157671,4.631589682317472,97.18286083004823,10.407652921427735,92.1429372576888,"Excellent cut shot. Confidence, bat angle provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
cover,42.185114065675954,77.81928635387104,38.6352614417795,21.0809860215325,43.64075711690554,18.700824759606594,13.742277960481175,"Good cover shot. Bat angle provide controlled execution. Weak face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cover,71.38874196502483,77.63494170407618,25.604820607151613,50.95124294016864,50.90902136594525,82.17880258979598,81.47505901967554,"Excellent cover shot. Bat angle, face stability, shot accuracy provide controlled execution. Improving hit quality will add consistency."
sweep,7.58388412976344,37.72298129544988,80.8376278572303,24.35369593524256,69.8977570175315,64.08414726483896,71.9216902562052,"Good sweep shot. Hit quality, stance bend provide controlled execution. Weak bat angle reduce shot effectiveness. Improving face stability will add consistency."
cut,5.681206096934799,79.93615013496705,94.13811163622819,73.9882768957108,92.99542593981464,78.9538378913135,83.05731617940856,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness."
pull,21.026244452805408,70.27193352019344,36.72161528347555,17.71699209045111,0.7017058253681152,44.69362117395648,40.298635931706315,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
pull,20.495694740067105,27.03518962350284,65.97239212025447,63.215304787790785,9.530897813048256,33.16240189429227,89.46034571514694,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
sweep,96.16126015378723,59.122840817665654,27.039309273783353,31.822643708875965,82.85668745013388,45.392088079998146,83.84318202667167,"Good sweep shot. Bat angle, stance bend provide controlled execution. Weak hit quality reduce shot effectiveness. Improving face stability will add consistency."
pull,61.120274209917326,85.22545763191465,72.11159199072053,70.07594854381104,79.6094183171144,88.59289450493947,20.229751061077817,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution."
sweep,71.62080388750222,27.728012983348695,34.08802606117762,94.68961065550687,69.91148802010166,67.69940226301036,23.31667018706527,"Poor sweep shot. Weak bat angle, hit quality reduce shot effectiveness."
cut,1.7062606448691398,70.04769519869171,91.38434376338319,80.64324147784198,82.58022967550673,20.616256049847724,92.71251178332722,"Excellent cut shot. Bat angle, hit quality provide controlled execution. Weak confidence reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,49.96004858200861,19.56996794677499,2.2999603897146725,44.51637373707238,27.20787462443771,73.68925860627364,17.44922946523586,"Good pull shot. Front foot stance score provide controlled execution. Weak confidence, stance bend reduce shot effectiveness. Improving bat angle will add consistency."
pull,57.78013047887646,68.37939598083639,84.00660615382387,35.44163299259363,28.744846783203737,16.096498201050068,95.8333717676944,"Poor pull shot. Weak stance bend, front foot stance score reduce shot effectiveness. Improving face stability will add consistency."
pull,94.36191718664104,99.19081890354545,83.05531750539437,58.30263943961273,99.8721032682079,28.469126447973835,13.275391239305435,"Excellent pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness."
pull,55.34056762650658,67.79353404531474,69.80055575443082,83.73389700328569,59.562391542721606,74.7339491087961,34.433409075894694,"Good pull shot. Confidence, stance bend, front foot stance score provide controlled execution."
pull,30.901771598887372,68.52009251192611,80.62003872366932,51.65811316106104,37.83938856472046,13.966284515981586,87.98238486014078,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness."
pull,69.4987182966587,19.721496791262993,95.68843376230924,68.19435560513521,67.5397404982969,12.551516273012775,3.457628267994539,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving bat angle will add consistency.
pull,77.94098798837675,65.65357851699379,6.676918726007686,80.6982128040425,62.432386646505165,28.589338528749398,31.701937874333353,"Good pull shot. Confidence, stance bend provide controlled execution. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency."
sweep,70.0733660794808,75.93431041883262,80.8954619813933,20.645001752277214,85.35625303628042,98.42676592741813,32.732315228072004,"Excellent sweep shot. Bat angle, hit quality, stance bend provide controlled execution. Improving face stability will add consistency."
sweep,63.33209376791278,97.66324040359528,26.805141403553833,58.74848995047985,14.887933725388491,17.29303182651174,22.71251216043889,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,62.410268000438094,23.171196530338754,73.25546304725961,79.1078344737076,33.242991732039314,12.82945039973068,93.2970845744289,"Good sweep shot. Hit quality provide controlled execution. Weak bat angle, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,87.56525846728502,43.52444994531231,63.55851693794491,90.95934486449741,7.995412090336485,29.12686852451697,7.248465598246856,"Good cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
cover,52.04039754231701,35.58617846303038,92.30334009741539,12.616543725443929,1.4213814197472807,40.24276326032555,52.75600772011047,"Poor cover shot. Weak bat angle, face stability reduce shot effectiveness. Improving stance bend will add consistency."
sweep,11.932244417341497,94.93781312082982,83.91448842112624,75.38561776819927,45.46141555323708,79.8541771665336,74.41869332629844,"Excellent sweep shot. Bat angle, hit quality provide controlled execution. Weak stance bend reduce shot effectiveness. Improving confidence will add consistency."
cover,73.44420683712312,19.735961700521287,69.59743976293285,65.4516656520994,74.73510234971027,10.481159765548853,27.046998868322714,"Poor cover shot. Weak bat angle, shot accuracy reduce shot effectiveness. Improving front foot stance score will add consistency."
sweep,52.179031848121426,81.1247990454684,14.71303653930114,83.25902771775337,35.183889861022834,8.001292404194349,76.63688141789297,"Good sweep shot. Bat angle provide controlled execution. Weak hit quality, stance bend reduce shot effectiveness. Improving front foot stance score will add consistency."
pull,16.260918645800572,9.15680245916345,2.004649346311027,27.748612257487736,21.952326892485374,7.630855864145647,70.04705716203704,"Poor pull shot. Weak confidence, stance bend, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
sweep,71.16038947550636,34.709976770737086,84.50229016695093,47.08135529166893,6.379365620469191,40.50108932943429,25.49386536935476,"Good sweep shot. Hit quality provide controlled execution. Weak bat angle, stance bend reduce shot effectiveness. Improving face stability will add consistency."
pull,12.897369640926492,26.130631099928834,20.152778977669715,67.68782427690988,77.20178197080193,7.442410522690768,17.371725247881898,"Good pull shot. Stance bend provide controlled execution. Weak confidence, front foot stance score reduce shot effectiveness. Improving bat angle will add consistency."
pull,51.55856391402162,93.20926181514871,7.051054376558385,98.68945806078368,59.74461900933861,45.24575037608648,46.63938418780641,Poor pull shot. Weak front foot stance score reduce shot effectiveness. Improving hit quality will add consistency.
cut,3.0783249955070424,1.7701302566007548,17.136616134876515,83.43287831688839,23.772244641506667,8.719003867135866,95.46105372995491,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
flick,67.48407141781223,98.72299443100283,65.91801362694228,4.722274389978976,75.16548001370336,28.64802604232373,38.8122578689897,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,99.64897627066432,30.608379008153786,86.72832532239694,79.35052516452892,98.82054701845662,49.28612857850659,90.65899868288626,"Excellent cut shot. Confidence, hit quality provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cover,96.09735226186832,84.07661566394005,47.31175308742086,65.3878800426678,58.98355660428278,63.47081281230776,43.77691017991964,"Good cover shot. Bat angle, face stability provide controlled execution. Weak shot accuracy reduce shot effectiveness. Improving hit quality will add consistency."
cut,1.2124251803038777,11.553811897018385,51.95262687131442,51.60889795401194,73.29380803883672,31.392737909192935,34.389630723492736,"Poor cut shot. Weak confidence, bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
cut,6.9845185738377165,53.43460109970578,47.272612943932444,51.138267328874,28.225082346136077,53.37236409929638,0.17053292976521028,"Poor cut shot. Weak confidence, hit quality reduce shot effectiveness. Improving stance bend will add consistency."
cut,87.74498448843929,98.29669234477927,58.432745952433315,18.03500811435731,77.34497593330542,32.80787671146914,55.85053248002411,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving face stability will add consistency."
cover,95.73101450255307,90.63484080346534,53.66944547074849,1.9665754257557677,46.15300856532216,67.1380896260622,60.039385667313724,"Good cover shot. Bat angle, shot accuracy provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
cut,26.00281476389117,43.4470705958759,28.278743819587447,77.24506985948204,69.14053382031119,77.020570890327,65.4170758705042,"Poor cut shot. Weak confidence, bat angle, hit quality reduce shot effectiveness."
pull,70.4825252759168,87.613969692936,39.06914866957912,60.71557751262373,93.12447671115414,97.02815238085456,32.82042511447648,"Excellent pull shot. Confidence, stance bend, front foot stance score provide controlled execution. Improving hit quality will add consistency."
flick,40.94986257844666,75.45553329040393,50.088569812813965,54.01520239038161,7.1025639721208345,17.554094988889947,85.35095552722427,"Good flick shot. Bat angle, hit quality, face stability provide controlled execution. Improving stance bend will add consistency."
flick,11.007112630879112,86.60108715680872,59.5182381474626,41.04547733036713,98.80122359218679,80.6484736217934,45.752113531343085,"Good flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving confidence will add consistency."
flick,52.96984814743736,92.82522211015026,95.84289969616616,8.909653584126376,0.8215585558261407,68.51720018912361,78.59985805458253,"Excellent flick shot. Bat angle, hit quality provide controlled execution. Weak face stability reduce shot effectiveness. Improving stance bend will add consistency."
cover,86.3925450708284,47.67669870818993,21.859118653896324,23.073106385543795,11.907282363300453,68.36569894890503,31.375982624173414,"Poor cover shot. Weak bat angle, face stability, shot accuracy reduce shot effectiveness. Improving stance bend will add consistency."
cut,81.65775227563952,68.87307591255124,77.08708918006376,14.222138716281929,3.203628897010724,58.0584104068148,9.686608789537932,"Excellent cut shot. Confidence, bat angle, hit quality provide controlled execution. Improving stance bend will add consistency."
flick,16.978256147963766,2.9910133872767086,77.55631726908526,73.95504645119541,66.45101200615713,15.651461641942898,4.463444621471135,"Excellent flick shot. Hit quality, face stability provide controlled execution. Weak bat angle reduce shot effectiveness. Improving front foot stance score will add consistency."
flick,77.71610692412017,96.57619600809612,30.497288621665795,19.608318807446288,0.7579230564040085,47.12808413579219,94.2308569097254,"Good flick shot. Bat angle provide controlled execution. Weak hit quality, face stability reduce shot effectiveness. Improving stance bend will add consistency."
pull,0.221024963836558,5.496007907479528,78.83746601392883,48.56526830915069,92.47308363155786,77.13036675377647,83.31165905793718,"Excellent pull shot. Stance bend, front foot stance score provide controlled execution. Weak confidence reduce shot effectiveness. Improving bat angle will add consistency."
cover,76.45438703061852,42.98198806703548,43.6164165283226,77.3358233982982,17.22843299669564,23.40543612563377,77.77244761240767,"Excellent cover shot. Face stability, shot accuracy provide controlled execution. Weak bat angle reduce shot effectiveness. Improving stance bend will add consistency."
